,WAVELENGTH(nm),AM 1.5G,EQE(%),Energy(eV),PF,EQE*PF(mA/cm²),Integrated Jsc(mA/cm²),Jsc(mA/cm²)
235,435.0,1.2452,17.8365342,2.8505747126436782,0.43682419354838714,0.007791429667613226,0.4677533504288164,
236,436.0,1.3659,17.799525294,2.8440366972477062,0.480268064516129,0.008548543562255262,0.4759233370437506,
237,437.0,1.3943,17.762516387999998,2.8375286041189933,0.4913783064516129,0.00872811522105446,0.4845616664354055,
238,438.0,1.2238,17.725507482,2.8310502283105023,0.43227774193548385,0.007662342348979485,0.4927568952204225,
239,439.0,1.1775,17.688498576,2.8246013667425967,0.4168729838709678,0.007373857181574485,0.5002749949856995,
240,440.0,1.3499,17.65148967,2.8181818181818183,0.4789967741935484,0.008455006611640743,0.5081894268823071,
241,441.0,1.3313,17.487250706,2.811791383219955,0.4734704032258064,0.008279695643080589,0.5165567780096677,
242,442.0,1.425,17.323011742000002,2.8054298642533935,0.5079435483870969,0.008799112052982826,0.5250961818576995,
243,443.0,1.4453,17.158772778,2.799097065462754,0.5163450806451613,0.008859847913828408,0.5339256618411051,
244,444.0,1.4084,16.994533814,2.7927927927927927,0.5042980645161291,0.00857031050975411,0.5426407410528964,
245,445.0,1.4619,16.83029485,2.7865168539325844,0.5246334677419354,0.008829735950274739,0.5513407642829108,
246,446.0,1.3108,16.791224582,2.780269058295964,0.47146516129032257,0.00791647740581466,0.5597138709609555,
247,447.0,1.4903,16.752154314000002,2.7740492170022373,0.5372291129032257,0.008999745001328167,0.5681719821645269,
248,448.0,1.5081,16.713084046,2.767857142857143,0.544861935483871,0.009106323321208164,0.577225016325795,
249,449.0,1.5045,16.674013778,2.7616926503340755,0.5447745967741936,0.009083579132517299,0.5863199675526578,
250,450.0,1.5595,16.63494351,2.7555555555555555,0.5659475806451614,0.009414506033653429,0.5955690101357431,
251,451.0,1.6173,16.495003806,2.7494456762749446,0.5882276612903226,0.00970281751177835,0.6051276719084591,
252,452.0,1.5482,16.355064102,2.743362831858407,0.564343870967742,0.009229880185248236,0.6145940207569723,
253,453.0,1.4297,16.215124398,2.7373068432671084,0.5223016935483871,0.008469186934173171,0.6234435543166831,
254,454.0,1.5335,16.075184694,2.7312775330396475,0.5614588709677419,0.009025555048891168,0.6321909253082153,
255,455.0,1.5224,15.93524499,2.7252747252747254,0.5586225806451612,0.008901787679526676,0.6411545966724242,
256,456.0,1.5724,15.844903559999999,2.719298245614035,0.5782374193548387,0.009162116144460697,0.6501865485844179,
257,457.0,1.5854,15.75456213,2.713347921225383,0.5842966129032258,0.009205337290332431,0.6593702753018145,
258,458.0,1.5514,15.6642207,2.7074235807860263,0.5730170967741934,0.008975866268744224,0.6684608770813528,
259,459.0,1.5391,15.57387927,2.701525054466231,0.5697152419354838,0.008872676396182068,0.6773851484138159,
260,460.0,1.5291,15.48353784,2.6956521739130435,0.5672467741935484,0.008782986892843743,0.6862129800583289,
261,461.0,1.5827,15.395362684,2.6898047722342735,0.5884070161290322,0.009058739419116689,0.695133843214309,
262,462.0,1.5975,15.307187528,2.683982683982684,0.5951975806451613,0.009110800983147387,0.7042186134154411,
263,463.0,1.6031,15.219012372,2.678185745140389,0.5985768548387096,0.009109748559383169,0.7133288881867064,
264,464.0,1.5544,15.130837216,2.6724137931034484,0.5816464516129032,0.008800797776618859,0.7222841613547074,
265,465.0,1.535,15.04266206,2.6666666666666665,0.575625,0.0086589323482875,0.7310140264171606,
266,466.0,1.5673,15.013529287999999,2.6609442060085837,0.5890014516129032,0.008842990544464836,0.7397649878635368,
267,467.0,1.4973,14.984396515999999,2.6552462526766596,0.5639025,0.00844973865636369,0.7484113524639511,
268,468.0,1.5619,14.955263744,2.6495726495726495,0.5894912903225807,0.00881599772156507,0.7570442206529154,
269,469.0,1.5682,14.926130972,2.6439232409381663,0.5931337096774194,0.008853191434553386,0.7658788152309747,
270,470.0,1.5077,14.896998199999999,2.6382978723404253,0.5714669354838711,0.008513141909262743,0.7745619819028827,
271,471.0,1.5331,14.858951613999999,2.632696390658174,0.5823307258064516,0.008652824078103565,0.7831449648965659,
272,472.0,1.6126,14.820905027999999,2.6271186440677967,0.6138283870967742,0.00909749222865171,0.7920201230499435,
273,473.0,1.5499,14.782858442,2.6215644820295982,0.5912118548387097,0.0087398011593129,0.8009387697439259,
274,474.0,1.5671,14.744811856,2.6160337552742616,0.5990366129032257,0.008832682152113566,0.809725011399639,
275,475.0,1.6185,14.70676527,2.610526315789474,0.6199899193548387,0.009118046213717843,0.8187003755825547,
276,476.0,1.5631,14.669079134,2.6050420168067228,0.6000287096774193,0.008801868624929975,0.8276603330018786,
277,477.0,1.5724,14.631392998,2.59958071278826,0.6048667741935484,0.008850043484658333,0.8364862890566728,
278,478.0,1.6230000000000002,14.593706862,2.594142259414226,0.6256403225806453,0.009130411468789056,0.8454765165333965,
279,479.0,1.5916,14.556020726,2.5887265135699375,0.6148196774193547,0.008949327967268762,0.8545163862514255,
280,480.0,1.6181,14.51833459,2.5833333333333335,0.6263612903225807,0.009093722787127355,0.8635379116286235,
281,481.0,1.6177,14.507728916,2.577962577962578,0.6275110483870967,0.009103760181794956,0.8726366531130846,
282,482.0,1.6236,14.497123242,2.5726141078838176,0.6311090322580645,0.009149265419784515,0.8817631659138743,
283,483.0,1.6038,14.486517568,2.567287784679089,0.6247059677419354,0.009049813976527989,0.8908627056120305,
284,484.0,1.5734,14.475911894000001,2.56198347107438,0.6141335483870968,0.008890143137601201,0.8998326841690951,
285,485.0,1.5683,14.46530622,2.556701030927835,0.6134076612903226,0.008873129658258557,0.908714320567025,
286,486.0,1.2716,14.480225608,2.551440329218107,0.4983851612903226,0.00721672957516334,0.9167592501837359,
287,487.0,1.4241,14.495144996,2.546201232032854,0.5593037903225806,0.008107189537538188,0.9244212097400867,
288,488.0,1.5413,14.510064384,2.540983606557377,0.606576129032258,0.008801458686055556,0.9328755338518836,
289,489.0,1.4519,14.524983772,2.5357873210633946,0.5725637903225806,0.008316479762870295,0.9414345030763466,
290,490.0,1.6224,14.53990316,2.5306122448979593,0.6411096774193549,0.00932167262461626,0.9502535792700898,
291,491.0,1.5595,14.574296369999999,2.525458248472505,0.6175116935483871,0.00899979843371481,0.9594143147992553,
292,492.0,1.4869,14.60868958,2.5203252032520327,0.5899635483870967,0.008618594341902408,0.968223511187064,
293,493.0,1.5903,14.64308279,2.5152129817444218,0.6322725,0.009258418563340275,0.9771620176396854,
294,494.0,1.5525,14.677476,2.5101214574898787,0.6184959677419355,0.009077959722629033,0.98633020678267,
295,495.0,1.6485,14.71186921,2.505050505050505,0.658070564516129,0.009681448076112157,0.9957099106820406,
296,496.0,1.5676,14.773593673999999,2.5,0.62704,0.00926363417734496,1.005182451808769,
297,497.0,1.5944,14.835318138,2.494969818913481,0.6390458064516129,0.00948044784346445,1.0145544928191739,
298,498.0,1.5509,14.897042601999999,2.4899598393574296,0.6228614516129032,0.00927879357982098,1.0239341135308166,
299,499.0,1.5507,14.958767066,2.4849699398797593,0.6240316935483872,0.009334744745591818,1.033240882693523,
300,500.0,1.5451,15.02049153,2.48,0.6230241935483871,0.00935812962217863,1.0425873198774083,
301,501.0,1.4978,15.081461652,2.475049900199601,0.6051595161290322,0.009126690035842874,1.051829729706419,
302,502.0,1.4966,15.142431774,2.4701195219123506,0.6058816129032257,0.009174520986508174,1.0609803352175944,
303,503.0,1.5653,15.203401895999999,2.4652087475149105,0.6349563709677419,0.009653496894248246,1.0703943441579726,
304,504.0,1.4587,15.264372018,2.4603174603174605,0.5928909677419355,0.009050108297724941,1.0797461467539593,
305,505.0,1.5635,15.32534214,2.4554455445544554,0.6367479838709678,0.009758380709777782,1.0891503912577107,
306,506.0,1.6264,15.382187958,2.450592885375494,0.663676129032258,0.010208790960012053,1.0991339770926056,
307,507.0,1.556,15.439033776,2.445759368836292,0.6362032258064516,0.009822363091625961,1.1091495541184246,
308,508.0,1.5165,15.495879594,2.440944881889764,0.6212758064516128,0.00962721509143944,1.1188743432099573,
309,509.0,1.5893,15.552725412000001,2.43614931237721,0.6523820161290322,0.010146318360581795,1.1287611099359678,
310,510.0,1.5481,15.60957123,2.4313725490196076,0.6367185483870968,0.009938903534510591,1.138803720883514,
311,511.0,1.5769,15.69600623,2.426614481409002,0.6498354032258065,0.01019982053750682,1.1488730829195226,
312,512.0,1.6186,15.78244123,2.421875,0.6683251612903226,0.010547802580594788,1.1592468944785734,
313,513.0,1.5206,15.868876230000001,2.4171539961013644,0.629086935483871,0.009982902717103543,1.1695122471274226,
314,514.0,1.4885,15.955311230000001,2.412451361867704,0.6170072580645162,0.009844542833588283,1.1794259699027685,
315,515.0,1.5314,16.04174623,2.407766990291262,0.6360250000000001,0.010202951645935751,1.1894497171425304,
316,516.0,1.5455,16.133060956,2.4031007751937983,0.6431274193548387,0.010375613858926588,1.1997389998949617,
317,517.0,1.2594,16.224375682,2.3984526112185685,0.5250885483870968,0.008519233875348295,1.209186423762099,
318,518.0,1.4403,16.315690408,2.393822393822394,0.6016737096774193,0.009816721973729646,1.218354401686638,
319,519.0,1.3957,16.407005134,2.3892100192678227,0.5841679838709677,0.009584447110489395,1.2280549862287475,
320,520.0,1.5236,16.49831986,2.3846153846153846,0.6389290322580645,0.010541255542033806,1.238117837555009,
321,521.0,1.5346,16.625496562,2.380038387715931,0.6447795161290323,0.01071977962865125,1.2487483551403515,
322,522.0,1.569,16.752673264,2.375478927203065,0.6604983870967741,0.011065113670431248,1.2596408017898928,
323,523.0,1.4789,16.879849966000002,2.3709369024856595,0.6237618548387097,0.010529006524191292,1.270437861887204,
324,524.0,1.5905,17.007026668,2.366412213740458,0.6721145161290322,0.011430669499756367,1.281417699899178,
325,525.0,1.5781,17.13420337,2.361904761904762,0.6681471774193548,0.011448169618994697,1.2928571194585534,
326,526.0,1.5341,17.266804592,2.3574144486692017,0.6507553225806452,0.011236464992203926,1.3041994367641527,
327,527.0,1.3417,17.399405814,2.3529411764705883,0.5702225,0.009921532681773615,1.3147784356011416,
328,528.0,1.5357,17.532007036,2.3484848484848486,0.6539109677419355,0.011464371687369182,1.325471387785713,
329,529.0,1.6071,17.664608258,2.344045368620038,0.6856095967741935,0.01211102494494147,1.3372590861018683,
330,530.0,1.5446,17.79720948,2.339622641509434,0.660191935483871,0.011749574172813096,1.3491893856607455,
331,531.0,1.6292,17.937562842,2.335216572504708,0.6976654838709677,0.01251441845962982,1.361321381976967,
332,532.0,1.5998,18.077916204,2.330827067669173,0.6863658064516129,0.012408063534323143,1.3737826229739434,
333,533.0,1.4286,18.218269566,2.326454033771107,0.6140675806451613,0.011187248715934994,1.3855802790990726,
334,534.0,1.5302,18.358622928000003,2.3220973782771535,0.6589732258064517,0.012097840972228447,1.3972228239431543,
335,535.0,1.5535,18.49897629,2.317757009345794,0.6702600806451614,0.012399125339988331,1.4094713070992628,
336,536.0,1.6199,18.65188672,2.3134328358208953,0.7002148387096775,0.013060327851275975,1.422201033694895,
337,537.0,1.4989,18.804797150000002,2.3091247672253257,0.6491204032258064,0.012206577508587496,1.4348344863748266,
338,538.0,1.5738,18.95770758,2.3048327137546467,0.6828261290322581,0.0129448180821769,1.4474101841702087,
339,539.0,1.5352,19.110618010000003,2.300556586270872,0.6673167741935483,0.01275283596327833,1.4602590111929363,
340,540.0,1.4825,19.26352844,2.2962962962962963,0.6456048387096774,0.012436627171485486,1.4728537427603183,
341,541.0,1.4251,19.436319036,2.292051756007394,0.6217573387096774,0.012084673998135603,1.485114393345129,
342,542.0,1.5511,19.609109632,2.2878228782287824,0.6779808064516128,0.01329459996210145,1.4978040303252476,
343,543.0,1.5256,19.781900228,2.283609576427256,0.6680651612903227,0.013215598366447893,1.5110591294895221,
344,544.0,1.5792,19.954690824,2.2794117647058822,0.6928103225806451,0.01382481578677248,1.5245793365661324,
345,545.0,1.5435,20.12748142,2.2752293577981653,0.6783931451612903,0.013654345424689235,1.5383189171718632,
346,546.0,1.5291,20.281235058,2.271062271062271,0.6732972580645161,0.013655299954713337,1.5519737398615645,
347,547.0,1.5490000000000002,20.434988696,2.26691042047532,0.683308870967742,0.01396340905410233,1.5657830943659723,
348,548.0,1.5049,20.588742334,2.2627737226277373,0.6650687096774193,0.013692928297954238,1.5796112630420005,
349,549.0,1.5519999999999998,20.742495972,2.2586520947176685,0.6871354838709677,0.014252905006411819,1.5935841796941834,
350,550.0,1.5399,20.89624961,2.2545454545454544,0.6830201612903226,0.014272559778985044,1.607846912086882,
351,551.0,1.5382,21.082650826000002,2.250453720508167,0.6835066129032258,0.014410131257100658,1.6221882576049247,
352,552.0,1.5697,21.269052042000002,2.246376811594203,0.6987696774193548,0.014862168634403813,1.6368244075506768,
353,553.0,1.525,21.455453258,2.2423146473779387,0.6801008064516127,0.014591871063550681,1.651551427399654,
354,554.0,1.5549,21.641854474,2.2382671480144403,0.6946891935483871,0.015034362431434613,1.6663645441471469,
355,555.0,1.5634,21.82825569,2.234234234234234,0.6997475806451613,0.015274269108781475,1.6815188599172548,
356,556.0,1.5366,22.026587908,2.2302158273381294,0.6889916129032259,0.015176134329487612,1.6967440616363894,
357,557.0,1.4988,22.224920126,2.2262118491921004,0.6732512903225807,0.014962956152145794,1.711813606877206,
358,558.0,1.531,22.423252343999998,2.2222222222222223,0.68895,0.015448499702398798,1.7270193348044784,
359,559.0,1.4483,22.621584562,2.21824686940966,0.6529029838709678,0.01476970006041922,1.7421284346858874,
360,560.0,1.474,22.81991678,2.2142857142857144,0.6656774193548387,0.015190703312002582,1.7571086363720982,
361,561.0,1.5595,23.002880856,2.2103386809269163,0.7055479838709677,0.016229636211174882,1.772818806133687,
362,562.0,1.4847,23.185844932000002,2.206405693950178,0.6729043548387096,0.015601856025357826,1.7887345522519533,
363,563.0,1.5408,23.368809008,2.202486678507993,0.6995729032258065,0.01634818556265594,1.8047095730459601,
364,564.0,1.5106,23.551773084,2.198581560283688,0.6870793548387097,0.01618193705586241,1.8209746343552193,
365,565.0,1.5201,23.73473716,2.1946902654867255,0.6926262096774194,0.0164393010368206,1.837285253401561,
366,566.0,1.4374,23.936666404,2.1908127208480566,0.6561035483870967,0.015704931764222607,1.8533573698020824,
367,567.0,1.5319999999999998,24.138595648,2.18694885361552,0.7005193548387096,0.016909553450049443,1.8696646124092184,
368,568.0,1.518,24.340524892,2.183098591549296,0.6953419354838709,0.01692498768909662,1.8865818829787915,
369,569.0,1.4807,24.542454136,2.1792618629173988,0.6794502419354839,0.016675376400395715,1.9033820650235376,
370,570.0,1.4816,24.74438338,2.175438596491228,0.681058064516129,0.016852361852427868,1.9201459341499494,
371,571.0,1.4331,24.918649371999997,2.171628721541156,0.659919435483871,0.016444301026590755,1.9367942655894588,
372,572.0,1.5134,25.092915364,2.167832167832168,0.6981167741935483,0.017517785129027408,1.9537753086672678,
373,573.0,1.5198,25.267181356,2.1640488656195465,0.7022946774193548,0.017745006979708353,1.9714067047216357,
374,574.0,1.5119,25.441447348,2.1602787456445993,0.6998633870967742,0.01780553751361552,1.9891819769682977,
375,575.0,1.4777,25.61571334,2.1565217391304348,0.6852237903225806,0.017552496186651494,2.006860993818431,
376,576.0,1.4654,25.79388347,2.1527777777777777,0.680701935483871,0.017557946401674428,2.024416215112594,
377,577.0,1.5023,25.9720536,2.149046793760832,0.6990541129032257,0.01815587088962303,2.0422731237582425,
378,578.0,1.456,26.15022373,2.1453287197231834,0.678683870967742,0.017747735067748904,2.0602249267369284,
379,579.0,1.4769999999999999,26.32839386,2.1416234887737478,0.6896637096774193,0.018157737779335787,2.0781776631604707,
380,580.0,1.5019999999999998,26.50656399,2.1379310344827585,0.7025483870967741,0.018622143778651935,2.0965676039394645,
381,581.0,1.5089,26.653958604,2.134251290877797,0.7069926612903226,0.018844153127364052,2.1153007523924723,
382,582.0,1.5319999999999998,26.801353218,2.1305841924398625,0.7190516129032257,0.019271556259391958,2.1343586070858502,
383,583.0,1.5479,26.948747832000002,2.1269296740994856,0.7277626612903225,0.01961229244065813,2.1538005314358752,
384,584.0,1.5448,27.096142446,2.1232876712328768,0.7275509677419354,0.019713824658660634,2.1734635899855346,
385,585.0,1.5324,27.24353706,2.1196581196581197,0.7229467741935484,0.01969562723514939,2.1931683159324398,
386,586.0,1.4953,27.380315726000003,2.1160409556313993,0.7066498387096775,0.019348295691597947,2.2126902773958133,
387,587.0,1.5281,27.517094392,2.1124361158432707,0.7233828225806452,0.019905393410503007,2.232317121946864,
388,588.0,1.4934,27.653873058000002,2.108843537414966,0.7081606451612903,0.01958338458596171,2.2520615109450963,
389,589.0,1.2894,27.790651724,2.1052631578947367,0.612465,0.017020801508139664,2.270363603992147,
390,590.0,1.3709,27.92743039,2.1016949152542375,0.6522830645161289,0.018216589878850074,2.287982299685642,
391,591.0,1.4662,28.030551042000003,2.0981387478849407,0.6988098387096774,0.0195880248526034,2.306884607051369,
392,592.0,1.4354,28.133671694,2.0945945945945947,0.6852877419354838,0.019279660347535497,2.3263184496514384,
393,593.0,1.4561,28.236792346,2.09106239460371,0.6963445967741935,0.019662537780372004,2.345789548715392,
394,594.0,1.4491,28.339912998,2.0875420875420874,0.6941656451612904,0.01967259399007151,2.365457114600614,
395,595.0,1.4308,28.44303365,2.0840336134453783,0.6865532258064516,0.01952765650412895,2.3850572398477143,
396,596.0,1.4745,28.535703398,2.0805369127516777,0.7087112903225806,0.02022357517545903,2.4049328556875085,
397,597.0,1.4788,28.628373146,2.0770519262981573,0.7119706451612904,0.020382561298675782,2.4252359239245758,
398,598.0,1.4607,28.721042894,2.0735785953177257,0.7044343548387098,0.020232089321329798,2.4455432492345786,
399,599.0,1.4606,28.813712642000002,2.0701168614357264,0.7055640322580644,0.02032991927601469,2.465824253533251,
400,600.0,1.4753,28.90638239,2.066666666666667,0.7138548387096774,0.02063496093869371,2.486306693640605,
401,601.0,1.4579,29.019693548,2.0632279534109816,0.7066112096774194,0.020505640762420282,2.506876994491162,
402,602.0,1.436,29.133004706,2.0598006644518274,0.6971548387096773,0.0203102151969397,2.527284922470842,
403,603.0,1.4664,29.246315864,2.056384742951907,0.713096129032258,0.02085543463107312,2.5478677473848483,
404,604.0,1.4921,29.359627022,2.052980132450331,0.7267970967741936,0.021338491681962765,2.5689647105413664,
405,605.0,1.4895,29.47293818,2.049586776859504,0.7267318548387097,0.021418923031098026,2.590343417897897,
406,606.0,1.4822,29.57325568,2.046204620462046,0.7243654838709678,0.02142184566028305,2.6117638022435874,
407,607.0,1.4911,29.673573179999998,2.042833607907743,0.7299175,0.02165926035161265,2.6333043552495354,
408,608.0,1.4862,29.77389068,2.039473684210526,0.7287174193548388,0.02169675278048269,2.6549823618155832,
409,609.0,1.4749,29.87420818,2.0361247947454846,0.7243662096774194,0.021639866946460758,2.676650671679055,
410,610.0,1.4686,29.97452568,2.0327868852459017,0.7224564516129032,0.021655289461552645,2.6982982498830617,
411,611.0,1.4611,30.084222994,2.0294599018003274,0.7199452419354838,0.021658993201856377,2.719955391214766,
412,612.0,1.4831,30.193920308,2.026143790849673,0.7319816129032258,0.022101394486921305,2.741835585059155,
413,613.0,1.4621,30.303617622,2.0228384991843393,0.7227962096774193,0.021903339956695453,2.7638379522809635,
414,614.0,1.4176,30.413314936,2.019543973941368,0.7019406451612903,0.021348341907669346,2.785463793213146,
415,615.0,1.4697,30.52301225,2.016260162601626,0.7289237903225807,0.02224894978133256,2.807262439057647,
416,616.0,1.431,30.64265532,2.012987012987013,0.710883870967742,0.02178336943061187,2.829278598663619,
417,617.0,1.4128,30.76229839,2.0097244732576987,0.702981935483871,0.021625340062134568,2.8509829534099924,
418,618.0,1.4664,30.88194146,2.0064724919093853,0.7308348387096774,0.022569598705960797,2.87308042279404,
419,619.0,1.4733,31.001584530000002,2.003231017770598,0.7354618548387096,0.02280048286137285,2.895765463577707,
420,620.0,1.4739,31.1212276,2.0,0.73695,0.022934788679820003,2.918633099348303,
421,621.0,1.4802,31.247644426,1.996779388083736,0.7412937096774194,0.023163682255230477,2.9416823348158285,
422,622.0,1.4269,31.374061252,1.9935691318327975,0.7157514516129032,0.02245602988411114,2.9644921908854993,
423,623.0,1.4165,31.500478078,1.9903691813804174,0.7116770161290322,0.022418166245189032,2.9869292889501495,
424,624.0,1.4118,31.626894904,1.9871794871794872,0.710454193548387,0.02246946011346091,3.0093731021294743,
425,625.0,1.4026,31.75331173,1.984,0.7069556451612904,0.02244818298008972,3.0318319236762497,
426,626.0,1.4012,31.882497062,1.9808306709265175,0.70738,0.022553040771717558,3.0543325355521533,
427,627.0,1.4417,32.011682394,1.977671451355662,0.728988629032258,0.023336152461418132,3.0772771321687213,
428,628.0,1.3631,32.140867726,1.9745222929936306,0.690344193548387,0.02218826141025085,3.1000393391045558,
429,629.0,1.4114,32.270053058,1.971383147853736,0.7159440322580646,0.02310355190752621,3.1226852457634444,
430,630.0,1.3924,32.39923839,1.9682539682539681,0.7074290322580646,0.022920161860136037,3.1456971026472758,
431,631.0,1.4161,32.535162168,1.9651347068145801,0.7206121774193548,0.023445234052574298,3.168879800603631,
432,632.0,1.3638,32.671085946,1.9620253164556962,0.695098064516129,0.022709608606704703,3.1919572219332704,
433,633.0,1.4508,32.807009724000004,1.9589257503949447,0.7406100000000001,0.024297199471691646,3.2154606259724687,
434,634.0,1.4284,32.942933502,1.9558359621451105,0.7303270967741935,0.02405911698374098,3.239638784200185,
435,635.0,1.4458,33.07885728,1.952755905511811,0.7403895161290323,0.024491239135640518,3.263913962259876,
436,636.0,1.4128,33.182526604,1.949685534591195,0.7246296774193549,0.024045043549015686,3.288182103602204,
437,637.0,1.4609999999999999,33.286195928,1.946624803767661,0.7505298387096773,0.024982283261100555,3.3126957670072623,
438,638.0,1.4707,33.389865252,1.9435736677115987,0.7566988709677419,0.025266073337953436,3.3378199453067894,
439,639.0,1.4646,33.493534575999995,1.9405320813771518,0.7547414516129032,0.025278958905537198,3.363092461428535,
440,640.0,1.4340000000000002,33.5972039,1.9375,0.7401290322580646,0.024866266009083874,3.3881650738858453,
441,641.0,1.4348,33.663405934,1.9344773790951637,0.7416990322580646,0.024968115603758185,3.4130822646922665,
442,642.0,1.4376,33.729607967999996,1.9314641744548287,0.7443058064516129,0.025105143059918986,3.438118894024105,
443,643.0,1.4525,33.795810002,1.9284603421461897,0.7531915322580645,0.0254547179193088,3.4633988245137193,
444,644.0,1.4462,33.862012036,1.9254658385093169,0.7510909677419354,0.02543345138980831,3.488842909168278,
445,645.0,1.4567,33.92821407,1.9224806201550388,0.7577189516129033,0.025708050795218554,3.5144136602607916,
446,646.0,1.415,33.924213388000005,1.9195046439628483,0.7371693548387097,0.025007890496642683,3.5397716309067224,
447,647.0,1.4086,33.920212706,1.9165378670788253,0.7349711290322581,0.02493037702954317,3.5647407646698155,
448,648.0,1.3952,33.916212024000004,1.9135802469135803,0.7291045161290323,0.02472846335668819,3.5895701848629313,
449,649.0,1.3519,33.912211342,1.9106317411402156,0.7075670161290324,0.02399516218959607,3.6139319976360733,
450,650.0,1.3594,33.90821066,1.9076923076923078,0.7125887096774193,0.024162608081679516,3.6380108827717113,
451,651.0,1.4447,33.847312868,1.9047619047619047,0.7584675000000001,0.025672086772709792,3.662928230198906,
452,652.0,1.3871,33.786415076000004,1.901840490797546,0.7293461290322582,0.02464199104955773,3.68808526911004,
453,653.0,1.4311,33.725517284,1.898928024502297,0.7536357258064517,0.025416754696525372,3.713114641983082,
454,654.0,1.4153,33.664619492,1.8960244648318043,0.7464566129032258,0.025129177840674234,3.738387608251682,
455,655.0,1.3499,33.6037217,1.8931297709923665,0.7130520161290322,0.023961201507623913,3.762932797925831,
456,656.0,1.1851,33.480930522,1.8902439024390243,0.6269561290322582,0.020991074596471104,3.785408935977878,
457,657.0,1.2393,33.358139344,1.887366818873668,0.6566291129032259,0.02190392544555292,3.80685643599889,
458,658.0,1.3855,33.235348166,1.884498480243161,0.7352088709677419,0.024434922801344672,3.8300258601223387,
459,659.0,1.3905,33.112556988,1.881638846737481,0.7389834677419356,0.024469632188794704,3.8544781376174084,
460,660.0,1.3992,32.98976581,1.878787878787879,0.7447354838709677,0.024568649203300257,3.878997278313456,
461,661.0,1.3933,32.84049677,1.8759455370650528,0.7427187903225807,0.02439125403460702,3.9034772299324096,
462,662.0,1.3819,32.69122773,1.8731117824773413,0.7377562903225806,0.02411815889617548,3.9277319363978007,
463,663.0,1.3844,32.54195869,1.8702865761689291,0.7402074193548387,0.02408779926267667,3.9518349154772268,
464,664.0,1.3967,32.39268965,1.8674698795180722,0.7479103225806453,0.024226826965386233,3.975992228591258,
465,665.0,1.4214,32.24342061,1.8646616541353382,0.762283064516129,0.024578613473073316,4.000394948810488,
466,666.0,1.4203,32.122723922,1.8618618618618619,0.7628385483870967,0.024504452086897947,4.024936481590474,
467,667.0,1.4102,32.002027234,1.8590704647676162,0.758551129032258,0.02427517388967177,4.0493262945787585,
468,668.0,1.415,31.881330546,1.8562874251497006,0.7622741935483871,0.024302315531201713,4.073615039289195,
469,669.0,1.4394,31.760633858,1.8535127055306428,0.7765795161290322,0.024664657673396994,4.098098525891494,
470,670.0,1.4196,31.63993717,1.8507462686567164,0.7670419354838709,0.02426915864546487,4.122565434050925,
471,671.0,1.4169,31.551552294,1.8479880774962743,0.7667257258064516,0.024191386832937367,4.146795706790126,
472,672.0,1.3972,31.463167418,1.8452380952380953,0.7571922580645161,0.02382366678309733,4.170803233598144,
473,673.0,1.4094,31.374782542,1.8424962852897473,0.7649404838709678,0.023999841339023872,4.1947149876592045,
474,674.0,1.4074,31.286397666,1.8397626112759644,0.76499,0.02393378135051334,4.218681799003973,
475,675.0,1.3958,31.19801279,1.837037037037037,0.7598104838709677,0.02370457719378254,4.242500978276121,
476,676.0,1.412,31.171089174,1.834319526627219,0.7697677419354838,0.023994498927139587,4.2663505163365825,
477,677.0,1.3991,31.144165558,1.8316100443131462,0.7638634677419355,0.023789890303062833,4.290242710951683,
478,678.0,1.4066,31.117241942,1.8289085545722714,0.7690925806451613,0.02393203990773263,4.314103676057081,
479,679.0,1.3947,31.090318326000002,1.8262150220913107,0.7637107258064516,0.023744009574303084,4.3379417007980985,
480,680.0,1.3969,31.06339471,1.8235294117647058,0.766041935483871,0.02379586300634784,4.361711637088424,
481,681.0,1.3915,31.092176718,1.8208516886930983,0.7642028225806452,0.02376072920807182,4.385489933195634,
482,682.0,1.3981,31.120958726,1.8181818181818181,0.7689549999999999,0.023930616817151328,4.409335606208246,
483,683.0,1.383,31.149740733999998,1.8155197657393851,0.7617653225806451,0.02372879229853897,4.433165310766091,
484,684.0,1.3739,31.178522742,1.8128654970760234,0.7578609677419355,0.02362898541801606,4.456844199624369,
485,685.0,1.3748,31.20730475,1.8102189781021898,0.7594661290322581,0.0237008909360125,4.480509137801383,
486,686.0,1.3438,31.321911785999998,1.8075801749271136,0.7434248387096775,0.023285487217585794,4.504002326878182,
487,687.0,0.96824,31.436518822,1.8049490538573507,0.5364361935483871,0.01686368649528591,4.524076913734618,
488,688.0,1.1206,31.551125858,1.802325581395349,0.6217522580645162,0.019616983746689243,4.542317248855605,
489,689.0,1.1278,31.665732894,1.7997097242380262,0.6266566129032257,0.0198435409204523,4.562047511189176,
490,690.0,1.1821,31.78033993,1.7971014492753623,0.6577814516129032,0.020904518131906913,4.582421540715355,
491,691.0,1.2333,31.957851134000002,1.7945007235890014,0.687266370967742,0.02196355637279152,4.603855577967704,
492,692.0,1.2689,32.135362338,1.7919075144508672,0.708128064516129,0.022755951934932444,4.626215332121566,
493,693.0,1.2609,32.312873542,1.7893217893217894,0.7046804032258064,0.02277024875696105,4.648978432467513,
494,694.0,1.2464,32.490384746000004,1.7867435158501441,0.6975819354838709,0.02266470547573032,4.671695909583859,
